"address","city","code","codedescription","createddate","duedate","neighborhood","servicerequestnum","state","status","statusdate","zip","activity","outcome","updateddate","i","lon","lat"
"4611  ASBURY AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T16:41:29.000","2015-01-10T16:41:29.000","FRANKFORD","15-00011283","MD","CLOSED","2015-01-07T03:40:07.000","21206",NA,NA,NA,4,-76.5601091,39.3308862
"2127  SINCLAIR LN","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T16:10:47.000","2015-01-10T16:10:47.000","SOUTH CLIFTON PARK","15-00011166","MD","DUPCLOSD","2015-01-07T10:44:27.000","21213",NA,NA,NA,4,-76.587982,39.314088
"2127  SINCLAIR LN","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T16:06:47.000","2015-01-10T16:06:47.000","SOUTH CLIFTON PARK","15-00011152","MD","DUPCLOSD","2015-01-07T10:44:28.000","21213",NA,NA,NA,4,-76.587982,39.314088
"5500  LEITH RD","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T16:03:04.000","2015-01-10T16:03:04.000","WOODBOURNE HEIGHTS","15-00011143","MD","DUPCLOSD","2015-01-07T10:34:28.000","21239",NA,NA,NA,4,-76.5918229,39.3557008
"3511  WOODBROOK AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T15:40:47.000","2015-01-10T15:40:47.000","PARKVIEW/WOODBROOK","15-00011017","MD","CLOSED","2015-01-09T07:04:03.000","21217",NA,NA,NA,4,-76.65094,39.318676
"727 E PRATT ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T15:29:02.000","2015-01-10T15:29:02.000","INNER HARBOR","15-00010916","MD","DUPCLOSD","2015-01-08T09:54:13.000","21202",NA,NA,NA,4,-76.604721,39.285935
"2700  BERYL AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T15:16:47.000","2015-01-10T15:16:47.000","BIDDLE STREET","15-00010830","MD","DUPCLOSD","2015-01-06T16:04:46.000","21205",NA,NA,NA,4,-76.579601,39.303351
"518  POPLAR GROVE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T15:13:00.000","2015-01-10T15:13:00.000","PENROSE/FAYETTE STREET OUTREACH","15-00010818","MD","CLOSED","2015-01-07T05:54:13.000","21223",NA,NA,NA,4,-76.665114,39.2935469
"2500  LIBERTY HEIGHTS AVE","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T12:10:40.000","2015-01-10T12:10:40.000","LIBERTY SQUARE","15-00009673","MD","CLOSED","2015-01-07T09:56:33.000","21215",NA,NA,NA,4,-76.6556601,39.3197533
"400 E BALTIMORE ST","BALTIMORE","BGESTLI1","BGE-StLight(s) Out","2015-01-06T12:08:26.000","2015-01-10T12:08:26.000","DOWNTOWN","15-00009659","MD","CLOSED","2015-01-07T07:04:16.000","21202",NA,NA,NA,4,-76.610022,39.289973
